jubilado_id,nombre,apellido,genero,edad,hijos,endeudamiento,historial_delitos,voluntario
50,Jose Luis,Moreno,unknown,62,4,False,0,False
51,Miguela,Sancho,female,62,1,False,0,False
52,Consuela,Fortuny,female,88,0,False,0,False
53,Omar,Marqués,male,79,2,False,0,False
54,Amparo,Piñol,female,67,1,True,0,False
55,Bernardo,Roma,male,75,2,False,0,False
56,Teo,Lerma,male,73,2,False,2,False
57,Asuncion,Franch,unknown,72,1,False,0,False
58,Reyna,Ros,female,77,1,False,0,False
59,Alcides,Soto,male,84,5,False,0,False
60,Fortunata,Cueto,female,63,0,False,0,False
61,Cristian,Pons,male,66,1,True,0,False
62,Salomon,Jordán,male,60,0,False,2,False
63,Candelas,Cañete,female,60,0,False,0,False
64,Anibal,Palma,male,73,1,False,0,False
65,Cesar,Casals,male,76,1,False,0,False
66,Jose Luis,Duque,unknown,58,2,False,0,False
67,Sara,Benavente,female,83,0,True,0,False
68,Beatriz,Aguilera,female,58,2,False,0,False
69,Aurelio,Milla,male,74,2,False,0,False
70,Jenaro,Novoa,male,84,2,False,0,False
71,Pancho,Alemany,male,66,2,False,0,False
72,Pacifica,Alcántara,female,62,0,False,0,False
73,Rufina,Bastida,female,84,6,False,0,False
74,Apolinar,Asensio,male,59,1,True,0,False
75,Rafael,Niño,male,61,1,False,0,False
76,Pastora,Benavides,female,75,4,False,0,False
77,Adela,Cuadrado,female,63,2,True,0,True
78,Manuela,Sarmiento,female,73,2,False,0,False
79,Julio,Arnau,male,75,0,False,2,False
80,Natividad,Catalá,female,74,2,False,0,False
81,Yesica,Flores,female,61,0,False,0,False
82,Renato,Santamaria,male,75,1,False,0,False
83,Natividad,Corominas,female,68,2,False,0,False
84,Macaria,Leon,female,63,2,True,0,False
85,Tamara,Sureda,female,92,0,True,0,False
86,Irma,Sastre,female,65,1,False,0,False
87,Benigno,Villa,male,68,8,True,0,False
88,Lalo,Alarcón,unknown,66,0,False,0,False
89,Teresita,Vendrell,female,77,2,False,2,False
90,Alfonso,Agullo,male,58,2,False,0,False
91,Andres,Naranjo,male,58,2,True,0,False
92,Maristela,Rocamora,unknown,85,1,False,0,False
93,Febe,Milla,unknown,68,2,False,0,False
94,Loida,Pineda,unknown,70,2,False,0,False
95,Silvia,Álvarez,female,67,0,False,0,False
96,Marisol,Soriano,female,64,1,True,0,False
97,Maite,Yáñez,female,58,1,True,0,False
98,Rico,Haro,male,79,1,False,0,False
99,Geraldo,Sebastián,male,58,2,False,0,False
100,Jessica,Codina,female,63,2,False,0,False
101,Marianela,Goicoechea,female,64,2,False,2,False
102,Manu,Cobos,male,68,2,False,0,False
103,Inmaculada,Llano,female,70,0,True,0,False
104,Miguela,Lasa,female,62,3,False,0,False
105,Gabino,Viñas,male,72,1,False,0,False
106,Magdalena,Hoyos,female,63,0,False,0,False
107,Lucas,Rius,male,80,2,False,0,False
108,Rosario,Serna,male,78,5,False,0,False
109,Victoria,Morante,female,70,1,False,0,False
110,Victor,Reina,male,69,1,False,0,False
111,Loreto,Pou,male,69,2,True,0,False
112,Luna,Neira,female,79,2,False,0,False
113,Haroldo,Jaume,unknown,82,0,True,0,False
114,Noelia,Camps,female,96,4,False,0,False
115,Celestino,Samper,male,70,2,False,0,False
116,Calista,Calvet,female,60,1,False,0,False
117,Eleuterio,Terrón,male,62,1,False,0,True
118,Amador,Beltrán,male,74,0,False,0,False
119,Angelica,Egea,female,67,0,True,0,False
120,Leocadia,Casanova,female,77,7,False,0,False
121,Silvio,Navas,male,84,3,True,0,False
122,Emma,Herrero,female,73,1,False,0,False
123,Nieves,Segovia,female,80,2,False,0,False
124,Noe,Alsina,female,63,1,False,0,False
125,Gustavo,Vall,male,60,1,False,0,False
126,Clarisa,Aparicio,female,72,1,False,0,False
127,Zoraida,Cruz,female,81,2,True,0,False
128,Melisa,Pinilla,female,76,1,False,0,False
129,Asuncion,Meléndez,unknown,70,1,False,0,False
130,Jeremias,Gilabert,male,69,2,False,0,False
131,Lupita,Alsina,female,63,1,False,0,False
132,Fortunata,Arregui,female,77,2,False,0,False
133,Ursula,Becerra,female,67,2,False,0,False
134,Melania,Tamayo,female,59,0,False,0,False
135,Nico,Uría,male,61,2,False,0,False
136,Candelas,Noriega,female,65,1,False,0,False
137,Armida,Aguado,female,66,1,False,0,False
138,Lorena,Pazos,female,81,2,False,0,False
139,Primitiva,Reguera,female,74,1,False,0,False
140,Lalo,Tejada,unknown,67,2,True,0,False
141,Luciano,Morera,male,84,2,False,0,False
142,Gilberto,Seguí,male,87,1,False,0,False
143,Amanda,Folch,female,76,2,False,0,False
144,Bienvenida,Villanueva,female,80,2,False,0,False
145,Amilcar,Pascual,male,64,0,False,0,False
146,Julio Cesar,Jódar,unknown,68,1,False,0,False
147,Lalo,Vargas,unknown,71,2,False,2,False
148,Claudio,Alegre,male,71,1,True,0,False
149,Geraldo,Manso,male,65,1,False,0,False
150,Benigno,Álamo,male,58,8,False,0,False
151,Carmina,Viña,female,61,0,False,0,False
152,Maximino,Rozas,male,62,1,True,0,False
153,Florencio,Real,male,67,2,False,0,False
154,Ricarda,Valencia,female,81,4,False,0,False
155,Eliseo,Sainz,male,60,1,False,0,False
156,Adan,Berrocal,male,76,2,False,0,False
157,Josefa,Peña,female,73,1,False,0,False
158,Gervasio,Solís,male,75,2,False,0,False
159,Paca,Alfaro,female,82,2,False,0,False
160,Ciriaco,Noriega,male,59,1,False,0,False
161,Azahara,Guillén,unknown,67,4,True,0,False
162,Juanita,Armas,female,71,2,True,0,False
163,Leonel,Gil,male,58,6,False,0,False
164,Bonifacio,Cervantes,male,64,2,False,0,False
165,Mirta,Cervantes,female,63,0,False,0,False
166,Aurora,Ferrera,female,74,1,False,0,False
167,Sarita,Badía,female,77,2,False,0,False
168,Mireia,Jove,female,69,0,False,0,False
169,Benigna,Campos,female,74,7,False,0,False
170,Rosario,Martí,male,64,1,False,0,False
171,Leoncio,Arcos,male,60,2,False,0,False
172,Cristian,Sanmartín,male,79,2,False,0,False
173,Fernanda,Jove,female,73,0,False,0,False
174,Gema,Hervia,female,63,2,False,0,False
175,Jose Mari,Franch,unknown,79,0,False,0,False
176,Lupe,Cáceres,mostly_female,65,1,False,0,False
177,Juanita,Mariscal,female,75,1,True,0,False
178,Merche,Sanmiguel,unknown,67,2,False,0,False
179,Fabiola,Villalonga,female,64,2,False,0,False
180,Gilberto,Blanca,male,75,4,False,0,False
181,Fatima,Ródenas,female,72,2,False,0,False
182,Amando,Arribas,male,76,1,False,0,False
183,Aurea,Plaza,female,90,2,False,0,True
184,Salvador,Carrera,male,76,2,False,0,False
185,Noemi,Coello,female,69,1,False,0,False
186,Adora,Mayo,unknown,82,3,False,0,False
187,Roldan,Pujadas,unknown,73,2,False,0,False
188,Raul,Laguna,male,58,2,True,0,False
189,Olalla,Abella,female,66,2,True,0,False
190,Sancho,Vilalta,male,70,0,False,0,False
191,Miguel Angel,Valls,unknown,67,2,False,0,False
192,Casemiro,Roig,unknown,76,2,False,0,False
193,Azeneth,Goicoechea,unknown,69,2,True,0,True
194,Cloe,Amigó,unknown,69,2,True,0,False
195,Flora,Menéndez,female,71,1,False,0,False
196,Felicidad,Martínez,female,76,0,False,0,False
197,Jacinto,Catalá,male,71,3,False,0,False
198,Anselma,Morillo,female,61,2,False,2,False
199,Hortensia,Pavón,female,84,2,False,0,False
200,Adora,Serrano,unknown,68,2,False,0,False
201,Merche,Redondo,unknown,78,2,False,0,True
202,Hernando,Raya,male,60,1,False,0,False
203,Fortunata,Figuerola,female,81,1,False,0,False
204,Paola,Cervera,female,66,4,False,0,False
205,Jenny,Roig,female,72,2,False,0,False
206,Fausto,Iborra,male,70,2,False,0,False
207,Maria Jesus,Bravo,unknown,71,2,True,0,False
208,Armando,Sanjuan,male,75,1,False,0,False
209,Luis Miguel,Solsona,unknown,82,2,False,0,True
210,Juan Jose,Uriarte,unknown,73,1,True,0,False
211,Montserrat,Quirós,female,58,0,False,0,False
212,Desiderio,Blázquez,male,84,1,True,0,False
213,Paulino,Luján,male,86,1,False,0,False
214,Chema,Pardo,unknown,75,2,False,0,False
215,Aroa,Milla,unknown,59,0,False,2,False
216,Juan Antonio,Peñalver,unknown,61,0,False,0,False
217,Cruz,Zamora,mostly_female,75,2,False,0,False
218,Olegario,Oliver,male,68,0,False,0,False
219,Guadalupe,Diaz,female,63,2,False,0,False
220,Pablo,Sola,male,76,1,False,0,False
221,Cristobal,Cerdán,unknown,65,1,False,0,False
222,Manuela,Redondo,female,66,3,False,2,True
223,Odalys,Arco,unknown,69,2,False,0,False
224,Silvio,Villalobos,male,79,2,True,0,False
225,Carolina,Aguiló,female,72,2,False,0,False
226,Chucho,Iriarte,unknown,75,4,False,0,False
227,Aureliano,Báez,male,59,0,False,0,False
228,Flor,Ropero,female,67,2,False,0,False
229,Ruy,Anglada,male,62,1,False,0,False
230,Lorenzo,Pulido,male,58,0,False,0,False
231,Chus,Alberto,unknown,59,2,False,0,False
232,Elvira,Duran,female,71,2,True,0,False
233,Matias,Santamaría,male,64,0,False,0,False
234,Rosalia,Melero,female,58,2,False,0,False
235,Curro,Bonilla,unknown,72,6,False,0,False
236,Yessica,Ramis,unknown,67,2,False,0,True
237,Tono,Mir,unknown,58,5,True,0,False
238,Leandro,Ribes,male,84,1,False,0,False
239,Candido,Fajardo,male,60,2,False,0,True
240,Vicente,Montalbán,male,65,2,False,2,False
241,Tono,Hoz,unknown,74,6,False,0,False
242,Mario,Morillo,male,62,0,False,0,False
243,Enrique,Doménech,male,74,7,False,0,False
244,Primitiva,Gallego,female,65,2,False,0,False
245,Patricia,Aparicio,female,61,2,False,0,False
246,Nacio,Villalonga,unknown,81,4,True,0,False
247,Eulalia,Parra,female,58,2,False,0,False
248,Roberto,Núñez,male,59,1,False,0,False
249,Ariadna,Vizcaíno,female,68,2,False,0,False
250,Nico,Niño,male,64,2,False,0,False
251,Agustin,Mariscal,male,70,2,False,0,False
252,Marcial,Pazos,male,69,1,False,0,False
253,Lupita,Folch,female,60,2,False,0,False
254,Matias,Francisco,male,82,1,False,0,False
255,Soledad,Alfonso,female,76,4,False,0,False
256,Dan,Montesinos,male,78,2,False,0,False
257,Camilo,Torralba,male,73,0,True,0,False
258,Isidoro,Larrea,male,81,1,True,0,False
259,Dimas,Ribas,male,70,1,False,0,False
260,Primitiva,Seco,female,58,2,False,2,False
261,Joan,Heras,female,79,2,False,0,False
262,Anna,Baquero,female,73,2,False,0,False
263,Fabian,Hernández,male,85,2,True,0,False
264,Epifanio,Escudero,male,64,1,False,0,False
265,Flor,Huguet,female,78,1,False,0,False
266,Lalo,Real,unknown,72,2,False,0,False
267,Venceslas,Caballero,unknown,70,1,False,0,False
268,Fabiana,Llorens,female,74,2,False,0,False
269,Raimundo,Folch,male,78,0,False,0,False
270,Maria Manuela,Carnero,unknown,82,2,False,0,False
271,Feliciana,Segarra,female,84,0,False,0,False
272,Matilde,Chaparro,female,73,0,False,0,False
273,Corona,Fuster,female,66,0,False,0,False
274,Rene,Amador,male,70,2,False,0,False
275,Ramona,Marí,female,60,2,False,0,False
276,Olimpia,Perales,female,58,7,True,2,False
277,Virgilio,Sandoval,male,73,2,False,0,False
278,Lina,Menendez,female,83,0,False,0,False
279,Maria Pilar,Leon,unknown,82,2,False,0,False
280,Paola,Riera,female,61,8,False,0,False
281,Gabino,Córdoba,male,74,2,True,0,False
282,Isidora,Gámez,female,64,2,False,0,False
283,Adolfo,Bas,male,65,0,False,0,False
284,Tania,Catalán,female,65,2,False,0,False
285,Carmela,Marqués,female,67,0,False,0,False
286,Brunilda,Acedo,female,59,2,False,0,False
287,Renato,Millán,male,91,1,False,0,False
288,Pastora,Lillo,female,58,2,False,0,False
289,Paulino,Pozuelo,male,77,4,False,0,False
290,Hipolito,Benítez,male,59,6,False,0,False
291,Pastora,Barreda,female,71,0,False,0,False
292,Maxima,Ocaña,unknown,61,2,False,0,False
293,Ceferino,Mas,male,58,1,False,0,False
294,Edelmiro,Ramón,male,72,2,False,0,False
295,Luz,Morera,mostly_female,63,1,True,2,False
296,Marc,Escrivá,male,79,1,False,0,False
297,Claudio,Lucena,male,65,6,True,0,False
298,Paloma,Mercader,female,62,1,False,0,False
299,Ambar,Madrid,unknown,73,1,True,0,False
300,Alma,Molina,female,65,2,False,0,False
301,Roman,Puig,male,67,2,False,0,False
302,Dario,Conde,male,69,1,True,0,False
303,Flavia,Cuesta,female,63,1,False,0,False
304,Ciro,Romero,male,94,2,False,0,False
305,Rosario,Madrigal,male,80,1,True,0,False
306,Gaston,Milla,male,78,0,True,0,False
307,Yesica,Valverde,female,62,1,False,0,True
308,Aitor,Giménez,male,60,0,False,0,False
309,Marino,Asensio,male,63,2,False,0,False
310,Ceferino,Valencia,male,72,2,False,0,False
311,Eli,Campo,female,79,5,False,0,False
312,Jose Miguel,Gisbert,unknown,71,2,True,0,False
313,Candida,Aznar,female,58,2,False,0,False
314,Eladio,Gomila,male,63,1,True,0,False
315,Adelaida,Sandoval,female,77,5,False,3,False
316,Lucia,Domingo,female,63,2,False,0,False
317,Virginia,Peñas,female,77,1,False,0,False
318,Hector,Águila,male,67,2,False,0,False
319,Anna,Romeu,female,80,1,True,0,False
320,Nadia,Echeverría,female,76,2,False,0,False
321,Jose Miguel,Zurita,unknown,64,1,False,0,False
322,Carolina,Cadenas,female,66,5,True,0,False
323,Paulino,Piñeiro,male,61,2,False,0,False
324,Pilar,Royo,female,94,2,False,0,False
325,Feliciano,Torrents,male,60,1,False,0,False
326,Lucila,Salamanca,female,61,1,False,0,False
327,Ana,Diéguez,female,73,7,False,0,False
328,Agueda,Álvarez,unknown,73,2,False,0,False
329,Nazaret,Miró,unknown,77,2,True,0,False
330,Adan,Ángel,male,75,1,True,0,False
331,Aurelia,Yáñez,female,90,3,False,0,False
332,Primitivo,Perea,male,90,2,False,0,False
333,Martina,Ribera,female,65,2,True,2,False
334,Regulo,Pont,unknown,60,2,False,0,False
335,Leopoldo,Esteban,male,65,7,True,0,False
336,Blas,Cervera,male,65,1,False,0,False
337,Dan,Sevilla,male,78,4,True,0,False
338,Sabina,Capdevila,female,74,0,False,0,False
339,Jose Angel,Hernández,unknown,61,0,False,2,False
340,Oriana,Bastida,female,80,1,True,0,False
341,Hilario,Pinilla,male,92,0,False,0,False
342,Oscar,Valcárcel,male,66,1,False,0,False
343,Graciano,Garzón,male,58,1,False,0,False
344,Fermin,Diaz,unknown,66,0,False,0,False
345,Rita,Roca,female,69,2,False,0,False
346,Maricela,Carbajo,female,81,0,True,0,False
347,Africa,Tenorio,unknown,61,2,False,2,False
348,Luis,Alfonso,male,66,1,False,0,False
349,Carolina,Catalá,female,77,1,True,0,False
350,Selena,Calderón,female,78,2,False,0,False
351,Samu,Mayoral,male,62,2,False,0,True
352,Roman,Solé,male,62,2,True,0,False
353,David,Aragón,male,65,1,False,0,False
354,Angela,Albero,female,66,1,True,0,False
355,Alma,Lamas,female,74,2,False,0,False
356,Agata,Cervera,female,75,0,False,0,False
357,Pelayo,Puig,male,81,0,True,0,False
358,Silvia,Antón,female,70,2,False,0,False
359,Ascension,Torrijos,female,71,2,False,0,False
360,Asdrubal,Somoza,male,66,0,True,0,False
361,Sergio,Blanca,male,65,2,False,0,False
362,Nacho,Carreras,male,65,2,False,0,False
363,Otilia,Alcázar,female,76,0,True,0,False
364,Piedad,Camacho,female,74,0,False,0,False
365,Victoria,Rosa,female,82,3,False,0,False
366,Bernabe,Fernandez,unknown,88,1,False,0,False
367,Crescencia,Gilabert,female,66,1,False,0,False
368,Desiderio,Roma,male,71,2,False,0,False
369,Paz,Chaparro,female,58,2,False,0,False
370,Genoveva,Agustí,female,70,2,False,0,False
371,Benigna,Villegas,female,69,1,False,0,False
372,Conrado,Figueroa,male,74,1,False,0,False
373,Sebastian,Orozco,male,67,2,False,0,False
374,Mariano,Baños,male,65,0,True,0,False
375,Hipolito,Amat,male,78,2,True,0,False
376,Jovita,Jerez,female,69,2,False,0,False
377,Amelia,Iborra,female,81,2,True,0,False
378,Margarita,Valdés,female,68,2,False,0,False
379,Segismundo,Arregui,unknown,65,6,True,0,False
380,Candida,Cuenca,female,75,2,False,2,False
381,Paz,Pagès,female,74,2,True,0,False
382,Maxi,Cañizares,mostly_female,79,1,False,0,False
383,Emma,Barrena,female,68,2,True,0,False
384,Angela,Lobato,female,65,2,False,0,False
385,Gabriel,Ballesteros,male,60,0,False,0,False
386,Rosendo,Reig,male,74,0,False,0,True
387,Jose,Redondo,male,64,4,False,0,False
388,Ignacio,Malo,male,76,1,False,0,False
389,Nelida,Iñiguez,unknown,68,0,False,0,False
390,Alejo,Redondo,male,84,2,False,0,False
391,Teobaldo,Garrido,male,62,7,False,0,False
392,Eloisa,Briones,female,68,6,False,0,False
393,Jose Angel,Tur,unknown,65,1,False,0,False
394,Maximino,Baños,male,82,2,True,0,False
395,Julio,Medina,male,59,0,False,0,False
396,Eladio,Bru,male,79,2,False,0,False
397,Ricardo,Herranz,male,76,2,False,0,False
398,Wilfredo,Ayuso,male,59,3,False,0,False
399,Nico,Ribes,male,73,3,False,0,False
400,Noa,Mayol,female,78,2,False,0,True
401,Aura,Egea,female,76,0,False,0,False
402,Leandra,Valbuena,female,64,2,False,0,False
403,Isaac,Pazos,male,64,2,False,0,False
404,Marita,Mancebo,female,84,0,False,0,False
405,Pancho,Macías,male,64,1,False,0,False
406,Isa,Calleja,female,84,2,False,0,True
407,Dafne,Rivera,female,74,1,True,0,False
408,Daniel,Palomino,male,78,1,False,0,False
409,Marisa,Peñalver,female,70,1,False,0,False
410,Lazaro,Rojas,male,70,2,False,0,True
411,Paloma,Guerra,female,66,3,False,0,False
412,Constanza,Larrea,female,66,1,False,0,False
413,Marino,Soler,male,65,5,True,0,False
414,Valentin,Rivas,male,71,1,False,0,False
415,Benito,Real,male,64,2,True,0,False
416,Tecla,Tenorio,female,70,0,False,0,False
417,Adolfo,Iglesias,male,73,1,False,0,False
418,Melania,Valverde,female,69,2,False,0,True
419,Lilia,Sedano,female,65,7,False,0,False
420,Raquel,Guerra,female,78,2,False,0,False
421,Angel,Campoy,male,68,0,False,0,False
422,Pastora,Vilalta,female,66,1,False,3,False
423,Irene,Bello,female,62,1,False,2,False
424,Baltasar,Benitez,male,63,2,False,0,False
425,Abel,Salcedo,male,60,2,False,0,False
426,Gustavo,Gallego,male,85,2,False,0,False
427,Lino,Rey,male,67,2,False,0,False
428,Rodolfo,Yáñez,male,71,1,False,0,False
429,Nazaret,Iglesias,unknown,71,2,False,0,False
430,Soledad,Cañellas,female,75,2,False,0,False
431,Adrian,Martin,male,62,2,False,0,False
432,Ricardo,Andrés,male,70,0,True,0,False
433,Jose Miguel,Franch,unknown,62,2,False,0,False
434,Jacinta,Barrio,female,58,1,False,0,False
435,Xiomara,Tolosa,female,63,6,False,0,False
436,Anita,Ramis,female,67,0,False,0,False
437,Joaquin,Villalba,unknown,79,1,False,0,False
438,Fortunato,Guijarro,male,67,2,False,0,False
439,Maite,Mayo,female,60,2,True,0,False
440,Jose Manuel,Folch,unknown,82,2,False,0,False
441,Ainoa,Corominas,unknown,60,0,False,0,False
442,Olimpia,Avilés,female,84,0,False,3,False
443,Ignacio,Tolosa,male,58,2,False,0,False
444,Isaura,Berrocal,female,80,1,False,0,False
445,Buenaventura,Gutierrez,male,70,2,True,0,False
446,Perla,Godoy,female,62,2,False,0,False
447,Fortunata,Pazos,female,84,2,True,0,False
448,Asuncion,Torres,unknown,62,1,False,0,False
449,Selena,Carrión,female,58,2,False,0,False
450,Micaela,Anaya,female,58,0,False,0,False
451,Hortensia,Balaguer,female,66,2,False,0,False
452,Godofredo,Valbuena,male,59,1,False,0,False
453,Yaiza,Samper,unknown,72,1,False,0,False
454,Maximo,Serra,unknown,65,1,False,0,False
455,Crescencia,Cabo,female,77,1,False,0,False
456,Jose Antonio,Arribas,unknown,78,0,False,0,False
457,Federico,Larrañaga,male,80,2,True,0,False
458,Nacio,Lara,unknown,75,1,False,0,False
459,Zaira,Carrillo,female,75,1,False,0,False
460,Aurora,Donoso,female,61,2,False,0,False
461,Africa,Saez,unknown,67,1,False,0,False
462,Serafina,Flores,female,58,7,True,0,False
463,Telmo,Llano,male,61,1,False,0,False
464,Sebastian,Blanco,male,73,1,False,0,False
465,Noe,Rey,female,66,2,True,0,False
466,Armando,Yáñez,male,70,2,False,0,True
467,Alfredo,Rozas,male,82,2,False,0,False
468,Galo,Vaquero,male,67,1,False,0,False
469,Belen,Mariño,unknown,67,1,True,0,False
470,Adora,Morell,unknown,65,2,True,0,False
471,Adela,Gimenez,female,65,1,False,0,False
472,Melania,Bermúdez,female,62,2,False,0,False
473,Atilio,Palomar,male,72,2,False,0,False
474,Andres Felipe,Múñiz,unknown,92,0,False,0,False
475,Hortensia,Lerma,female,81,1,False,0,False
476,Jose Carlos,Codina,unknown,66,2,False,0,False
477,Mario,Baeza,male,72,2,False,0,False
478,Sofia,Ugarte,female,66,2,False,0,False
479,Nayara,Ferrández,unknown,83,0,True,0,False
480,Cloe,Cañas,unknown,73,2,False,0,False
481,Maxima,García,unknown,59,2,False,0,False
482,Juana,Samper,female,70,3,False,0,False
483,Ivan,Arce,male,66,2,True,0,False
484,Matilde,Parra,female,75,3,True,0,False
485,Antonio,Ramirez,male,98,1,False,0,False
486,Liliana,Valcárcel,female,66,2,False,0,False
487,Albert,Marquez,male,78,1,False,0,False
488,Maristela,Porras,unknown,79,1,False,0,False
489,Osvaldo,Casas,male,73,8,False,0,False
490,Abel,Luna,male,61,8,False,0,False
491,Inmaculada,Torrent,female,64,2,False,0,False
492,Elpidio,Mur,male,66,4,False,0,True
493,Carlito,Perera,unknown,67,2,False,0,False
494,Angela,Boix,female,63,0,False,2,False
495,Julia,Frías,female,61,2,False,0,False
496,Otilia,Lillo,female,74,6,False,0,False
497,Mariana,Pérez,female,74,0,False,0,False
498,Fabio,Amorós,male,70,3,False,0,False
499,Prudencio,Andreu,male,69,2,False,0,False
500,Yago,Benavent,unknown,65,2,False,0,False
501,Hugo,Cárdenas,male,68,2,False,0,False
502,Alfredo,Cepeda,male,66,2,False,2,False
503,Teo,Maldonado,male,76,0,True,0,False
504,Melchor,Ripoll,male,70,0,False,0,False
505,Soraya,Guardia,female,58,2,True,0,False
506,Agustina,Juliá,female,73,0,False,2,False
507,Maura,Lastra,female,66,2,False,0,False
508,Ester,Elorza,female,67,2,False,0,False
509,Jose Angel,Barros,unknown,77,1,False,0,False
510,Adela,Busquets,female,70,5,False,0,False
511,Josefa,Santamaría,female,62,2,False,0,False
512,Celestina,Ferrán,female,71,2,True,0,False
513,Aurea,Riera,female,61,2,False,0,False
514,Glauco,Villanueva,male,74,2,False,0,False
515,Samu,Bauzà,male,72,0,False,0,False
516,Alejo,Ariza,male,69,2,False,0,False
517,Mirta,Márquez,female,65,1,False,0,False
518,Nereida,Pinto,female,73,1,True,0,False
519,Juan Jose,Clavero,unknown,72,4,False,0,False
520,Benigno,Zaragoza,male,71,2,False,0,False
521,Fabricio,Chamorro,male,66,2,False,0,False
522,Magdalena,Frutos,female,79,0,False,0,False
523,Asdrubal,Torrijos,male,79,1,False,0,False
524,Roberta,Martin,female,79,2,False,0,True
525,Humberto,Mendez,male,61,1,False,0,False
526,Quirino,Hervia,male,88,1,False,0,False
527,Jose Luis,Haro,unknown,86,0,False,0,False
528,Rebeca,Almagro,female,72,2,False,0,True
529,Prudencio,Sales,male,71,1,False,0,False
530,Alba,Almazán,female,59,2,True,0,False
531,Leopoldo,Vázquez,male,82,0,False,0,False
532,Hector,Olivares,male,80,2,False,0,True
533,Maria Jesus,Galvez,unknown,61,7,True,0,False
534,Eloy,Santamaría,male,72,5,True,0,False
535,Adrian,Guardia,male,94,1,False,0,False
536,Geraldo,Pomares,male,70,2,True,0,False
537,Eligia,Esteban,female,79,2,False,0,False
538,Jaime,Fuertes,male,59,2,False,0,True
539,Violeta,Corbacho,female,68,4,False,0,False
540,Julieta,Gil,female,73,4,True,0,False
541,Adan,Pacheco,male,78,2,False,0,False
542,Esperanza,Esteban,female,62,8,False,0,False
543,Ricardo,Manuel,male,67,2,False,0,False
544,Ursula,Vargas,female,96,2,False,0,False
545,Graciana,Cid,female,82,0,False,0,False
546,Rodolfo,Agustí,male,71,1,False,0,False
547,Carlito,Calderon,unknown,71,1,False,0,False
548,Apolinar,Amo,male,74,0,True,0,False
549,Raul,Bilbao,male,68,1,False,0,False
550,Debora,Salom,female,82,4,False,0,False
551,Amelia,Lumbreras,female,63,1,True,0,False
552,Dafne,Talavera,female,68,1,False,0,False
553,Felisa,Pujol,female,60,2,True,0,False
554,Ariel,Infante,male,68,1,False,0,False
555,Paulino,Zurita,male,63,0,False,0,False
556,Cecilia,Amaya,female,83,2,False,0,False
557,Jose Ramon,Sotelo,unknown,75,8,False,0,False
558,Amador,Niño,male,73,0,False,0,False
559,Cristian,Vives,male,66,2,False,0,False
560,Candelas,Puig,female,64,1,False,0,False
561,Aroa,Ballester,unknown,94,0,False,0,False
562,Octavia,Jódar,female,99,2,False,0,False
563,Ainoa,Madrigal,unknown,71,0,False,0,False
564,Jose Angel,Giner,unknown,66,1,False,0,False
565,Jordan,Romero,male,83,2,False,0,False
566,Juan Francisco,Almeida,unknown,64,2,False,0,False
567,Miguel,Vendrell,male,77,2,False,0,False
